Generated by Byte Software™
Provided by Byte CBT (@byte.cbt)


Rebirth: 4, Orb Type: Ethereal, City: Magma City, Pet Type: Rare, Glitch Speed: 8
Rebirth: 2324, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 120
Rebirth: 2339, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 130
Rebirth: 2349, Orb Type: Ethereal, City: Legends Highway, Pet Type: Unique, Glitch Speed: 282
Rebirth: 2364, Orb Type: Ethereal, City: Snow City, Pet Type: Rare, Glitch Speed: 172
Rebirth: 2374, Orb Type: Red, City: Legends Highway, Pet Type: Rare, Glitch Speed: 76
Rebirth: 2399, Orb Type: Yellow, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 48
Rebirth: 2449, Orb Type: Ethereal, City: Legends Highway, Pet Type: Unique, Glitch Speed: 288
Rebirth: 2469, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 266
Rebirth: 2474, Orb Type: Ethereal, City: Snow City, Pet Type: Rare, Glitch Speed: 176
Rebirth: 2479, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 124
Rebirth: 2499, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 168
Rebirth: 2519, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 135
Rebirth: 2529, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 88
Rebirth: 2549, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 119
Rebirth: 2599, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 273
Rebirth: 2624, Orb Type: Ethereal, City: Legends Highway, Pet Type: Omega, Glitch Speed: 245
Rebirth: 2639, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 128
Rebirth: 2749, Orb Type: Ethereal, City: Magma City, Pet Type: Unique, Glitch Speed: 264
Rebirth: 2759, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 92
Rebirth: 2774, Orb Type: Ethereal, City: Legends Highway, Pet Type: Omega, Glitch Speed: 252
Rebirth: 2799, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 100
Rebirth: 2804, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 132
Rebirth: 2819, Orb Type: Ethereal, City: Snow City, Pet Type: Rare, Glitch Speed: 188
Rebirth: 2849, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 126
Rebirth: 2869, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 287
Rebirth: 2874, Orb Type: Ethereal, City: Magma City, Pet Type: Unique, Glitch Speed: 270
Rebirth: 2899, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 145
Rebirth: 2924, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 182
Rebirth: 2939, Orb Type: Ethereal, City: Snow City, Pet Type: Rare, Glitch Speed: 192
Rebirth: 2974, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 136
Rebirth: 2999, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 96
Rebirth: 3009, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 294
Rebirth: 3079, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 105
Rebirth: 3099, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 150
Rebirth: 3119, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 48
Rebirth: 3149, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 189
Rebirth: 3199, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 45
Rebirth: 3249, Orb Type: Ethereal, City: Legends Highway, Pet Type: Omega, Glitch Speed: 273
Rebirth: 3299, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 308
Rebirth: 3329, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 144
Rebirth: 3399, Orb Type: Red, City: Magma City, Pet Type: Epic, Glitch Speed: 85
Rebirth: 3449, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 315
Rebirth: 3499, Orb Type: Ethereal, City: Magma City, Pet Type: Omega, Glitch Speed: 245
Rebirth: 3509, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 104
Rebirth: 3514, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 148
Rebirth: 3519, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 160
Rebirth: 3599, Orb Type: Yellow, City: Snow City, Pet Type: Rare, Glitch Speed: 32
Rebirth: 3624, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 203
Rebirth: 3639, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 52
Rebirth: 3679, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 115
Rebirth: 3699, Orb Type: Ethereal, City: Magma City, Pet Type: Omega, Glitch Speed: 252
Rebirth: 3704, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 152
Rebirth: 3739, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 165
Rebirth: 3749, Orb Type: Red, City: Legends Highway, Pet Type: Rare, Glitch Speed: 96
Rebirth: 3759, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 329
Rebirth: 3779, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 108
Rebirth: 3799, Orb Type: Red, City: Magma City, Pet Type: Epic, Glitch Speed: 90
Rebirth: 3824, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 68
Rebirth: 3849, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 147
Rebirth: 3874, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 210
Rebirth: 3899, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 156
Rebirth: 3919, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 336
Rebirth: 3999, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 120
Rebirth: 4059, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 112
Rebirth: 4079, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 51
Rebirth: 4099, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 160
Rebirth: 4124, Orb Type: Ethereal, City: Legends Highway, Pet Type: Omega, Glitch Speed: 308
Rebirth: 4159, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 60
Rebirth: 4199, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 175
Rebirth: 4249, Orb Type: Red, City: Magma City, Pet Type: Unique, Glitch Speed: 102
Rebirth: 4274, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 72
Rebirth: 4304, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 164
Rebirth: 4349, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 116
Rebirth: 4374, Orb Type: Red, City: Legends Highway, Pet Type: Unique, Glitch Speed: 120
Rebirth: 4399, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 224
Rebirth: 4439, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 180
Rebirth: 4499, Orb Type: Yellow, City: Snow City, Pet Type: Rare, Glitch Speed: 36
Rebirth: 4514, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 168
Rebirth: 4549, Orb Type: Yellow, City: Legends Highway, Pet Type: Rare, Glitch Speed: 52
Rebirth: 4559, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 54
Rebirth: 4599, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 161
Rebirth: 4649, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 120
Rebirth: 4674, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 231
Rebirth: 4679, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 130
Rebirth: 4699, Orb Type: Ethereal, City: Legends Highway, Pet Type: Omega, Glitch Speed: 329
Rebirth: 4724, Orb Type: Red, City: Legends Highway, Pet Type: Rare, Glitch Speed: 108
Rebirth: 4729, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 172
Rebirth: 4749, Orb Type: Red, City: Magma City, Pet Type: Unique, Glitch Speed: 108
Rebirth: 4799, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 60
Rebirth: 4899, Orb Type: Ethereal, City: Legends Highway, Pet Type: Omega, Glitch Speed: 336
Rebirth: 4939, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 190
Rebirth: 4949, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 176
Rebirth: 4959, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 124
Rebirth: 4999, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 168
Rebirth: 5039, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 135
Rebirth: 5074, Orb Type: Red, City: Legends Highway, Pet Type: Rare, Glitch Speed: 112
Rebirth: 5099, Orb Type: Red, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 119
Rebirth: 5174, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 180
Rebirth: 5199, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 195
Rebirth: 5249, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 245
Rebirth: 5279, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 128
Rebirth: 5404, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 184
Rebirth: 5439, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 64
Rebirth: 5499, Orb Type: Ethereal, City: Magma City, Pet Type: Omega, Glitch Speed: 308
Rebirth: 5549, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 252
Rebirth: 5599, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 70
Rebirth: 5609, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 132
Rebirth: 5639, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 188
Rebirth: 5699, Orb Type: Red, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 126
Rebirth: 5739, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 205
Rebirth: 5749, Orb Type: Ethereal, City: Magma City, Pet Type: Omega, Glitch Speed: 315
Rebirth: 5774, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 84
Rebirth: 5799, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 145
Rebirth: 5849, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 182
Rebirth: 5879, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 192
Rebirth: 5949, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 136
Rebirth: 5999, Orb Type: Yellow, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 63
Rebirth: 6019, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 210
Rebirth: 6119, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 68
Rebirth: 6159, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 63
Rebirth: 6174, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 266
Rebirth: 6199, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 150
Rebirth: 6249, Orb Type: Red, City: Legends Highway, Pet Type: Unique, Glitch Speed: 144
Rebirth: 6299, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 189
Rebirth: 6324, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 88
Rebirth: 6374, Orb Type: Red, City: Legends Highway, Pet Type: Omega, Glitch Speed: 119
Rebirth: 6399, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 75
Rebirth: 6499, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 273
Rebirth: 6599, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 220
Rebirth: 6659, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 144
Rebirth: 6799, Orb Type: Yellow, City: Legends Highway, Pet Type: Rare, Glitch Speed: 64
Rebirth: 6839, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 72
Rebirth: 6899, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 225
Rebirth: 6999, Orb Type: Red, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 140
Rebirth: 7029, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 148
Rebirth: 7039, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 160
Rebirth: 7124, Orb Type: Red, City: Legends Highway, Pet Type: Omega, Glitch Speed: 126
Rebirth: 7174, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 287
Rebirth: 7199, Orb Type: Yellow, City: City, Pet Type: Rare, Glitch Speed: 32
Rebirth: 7249, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 203
Rebirth: 7359, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 69
Rebirth: 7399, Orb Type: Red, City: Magma City, Pet Type: Advanced, Glitch Speed: 108
Rebirth: 7409, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 152
Rebirth: 7479, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 165
Rebirth: 7499, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 96
Rebirth: 7519, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 235
Rebirth: 7524, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 294
Rebirth: 7599, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 76
Rebirth: 7649, Orb Type: Yellow, City: Legends Highway, Pet Type: Rare, Glitch Speed: 68
Rebirth: 7699, Orb Type: Red, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 147
Rebirth: 7749, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 210
Rebirth: 7799, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 156
Rebirth: 7839, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 240
Rebirth: 7874, Orb Type: Red, City: Legends Highway, Pet Type: Unique, Glitch Speed: 162
Rebirth: 7999, Orb Type: Yellow, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 90
Rebirth: 8124, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 100
Rebirth: 8159, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 85
Rebirth: 8199, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 160
Rebirth: 8249, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 308
Rebirth: 8324, Orb Type: Red, City: Legends Highway, Pet Type: Rare, Glitch Speed: 144
Rebirth: 8399, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 175
Rebirth: 8499, Orb Type: Red, City: Magma City, Pet Type: Omega, Glitch Speed: 119
Rebirth: 8549, Orb Type: Yellow, City: Legends Highway, Pet Type: Rare, Glitch Speed: 72
Rebirth: 8609, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 164
Rebirth: 8624, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 315
Rebirth: 8749, Orb Type: Red, City: Legends Highway, Pet Type: Omega, Glitch Speed: 140
Rebirth: 8774, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 104
Rebirth: 8799, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 224
Rebirth: 8879, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 180
Rebirth: 8999, Orb Type: Yellow, City: City, Pet Type: Rare, Glitch Speed: 36
Rebirth: 9029, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 168
Rebirth: 9099, Orb Type: Yellow, City: Snow City, Pet Type: Rare, Glitch Speed: 52
Rebirth: 9119, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 90
Rebirth: 9199, Orb Type: Red, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 161
Rebirth: 9239, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 84
Rebirth: 9349, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 231
Rebirth: 9359, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 78
Rebirth: 9399, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 329
Rebirth: 9449, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 108
Rebirth: 9459, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 172
Rebirth: 9499, Orb Type: Red, City: Magma City, Pet Type: Omega, Glitch Speed: 126
Rebirth: 9599, Orb Type: Yellow, City: City, Pet Type: Epic, Glitch Speed: 40
Rebirth: 9624, Orb Type: Red, City: Legends Highway, Pet Type: Omega, Glitch Speed: 147
Rebirth: 9749, Orb Type: Red, City: Magma City, Pet Type: Unique, Glitch Speed: 156
Rebirth: 9799, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 336
Rebirth: 9879, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 190
Rebirth: 9899, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 176
Rebirth: 9999, Orb Type: Red, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 168
Rebirth: 10079, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 81
Rebirth: 10119, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 88
Rebirth: 10149, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 112
Rebirth: 10199, Orb Type: Yellow, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 102
Rebirth: 10249, Orb Type: Red, City: Legends Highway, Pet Type: Rare, Glitch Speed: 160
Rebirth: 10349, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 180
Rebirth: 10399, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 195
Rebirth: 10499, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 245
Rebirth: 10809, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 184
Rebirth: 10874, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 116
Rebirth: 10999, Orb Type: Red, City: Legends Highway, Pet Type: Unique, Glitch Speed: 192
Rebirth: 11039, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 92
Rebirth: 11099, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 252
Rebirth: 11199, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 100
Rebirth: 11279, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 188
Rebirth: 11399, Orb Type: Yellow, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 108
Rebirth: 11479, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 205
Rebirth: 11499, Orb Type: Red, City: Legends Highway, Pet Type: Omega, Glitch Speed: 161
Rebirth: 11549, Orb Type: Yellow, City: Legends Highway, Pet Type: Rare, Glitch Speed: 84
Rebirth: 11599, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 87
Rebirth: 11624, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 120
Rebirth: 11699, Orb Type: Red, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 182
Rebirth: 11759, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 192
Rebirth: 11824, Orb Type: Red, City: Legends Highway, Pet Type: Rare, Glitch Speed: 172
Rebirth: 11999, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 96
Rebirth: 12039, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 210
Rebirth: 12319, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 105
Rebirth: 12349, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 266
Rebirth: 12374, Orb Type: Red, City: Legends Highway, Pet Type: Rare, Glitch Speed: 176
Rebirth: 12399, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 124
Rebirth: 12499, Orb Type: Red, City: Legends Highway, Pet Type: Omega, Glitch Speed: 168
Rebirth: 12599, Orb Type: Red, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 189
Rebirth: 12649, Orb Type: Yellow, City: Legends Highway, Pet Type: Rare, Glitch Speed: 88
Rebirth: 12749, Orb Type: Red, City: Snow City, Pet Type: Omega, Glitch Speed: 119
Rebirth: 12999, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 273
Rebirth: 13124, Orb Type: Red, City: Legends Highway, Pet Type: Unique, Glitch Speed: 210
Rebirth: 13199, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 220
Rebirth: 13599, Orb Type: Yellow, City: Magma City, Pet Type: Epic, Glitch Speed: 85
Rebirth: 13799, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 225
Rebirth: 13874, Orb Type: Red, City: Legends Highway, Pet Type: Unique, Glitch Speed: 216
Rebirth: 13999, Orb Type: Red, City: Magma City, Pet Type: Epic, Glitch Speed: 175
Rebirth: 14024, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 132
Rebirth: 14039, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 104
Rebirth: 14079, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 96
Rebirth: 14099, Orb Type: Red, City: Legends Highway, Pet Type: Rare, Glitch Speed: 188
Rebirth: 14249, Orb Type: Red, City: Snow City, Pet Type: Omega, Glitch Speed: 126
Rebirth: 14349, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 287
Rebirth: 14499, Orb Type: Red, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 203
Rebirth: 14624, Orb Type: Red, City: Legends Highway, Pet Type: Omega, Glitch Speed: 182
Rebirth: 14699, Orb Type: Red, City: Legends Highway, Pet Type: Rare, Glitch Speed: 192
Rebirth: 14719, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 115
Rebirth: 14799, Orb Type: Red, City: Magma City, Pet Type: Epic, Glitch Speed: 180
Rebirth: 14874, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 136
Rebirth: 14959, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 99
Rebirth: 14999, Orb Type: Yellow, City: Legends Highway, Pet Type: Rare, Glitch Speed: 96
Rebirth: 15039, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 235
Rebirth: 15049, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 294
Rebirth: 15119, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 108
Rebirth: 15199, Orb Type: Yellow, City: Magma City, Pet Type: Epic, Glitch Speed: 90
Rebirth: 15299, Orb Type: Yellow, City: Snow City, Pet Type: Rare, Glitch Speed: 68
Rebirth: 15399, Orb Type: Yellow, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 126
Rebirth: 15499, Orb Type: Red, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 210
Rebirth: 15599, Orb Type: Yellow, City: Magma City, Pet Type: Advanced, Glitch Speed: 78
Rebirth: 15679, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 240
Rebirth: 15749, Orb Type: Red, City: Legends Highway, Pet Type: Omega, Glitch Speed: 189
Rebirth: 15999, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 120
Rebirth: 16239, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 112
Rebirth: 16249, Orb Type: Red, City: Legends Highway, Pet Type: Unique, Glitch Speed: 234
Rebirth: 16499, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 308
Rebirth: 16649, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 144
Rebirth: 16799, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 105
Rebirth: 16999, Orb Type: Yellow, City: Magma City, Pet Type: Unique, Glitch Speed: 102
Rebirth: 17099, Orb Type: Yellow, City: Snow City, Pet Type: Rare, Glitch Speed: 72
Rebirth: 17249, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 315
Rebirth: 17399, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 116
Rebirth: 17499, Orb Type: Red, City: Magma City, Pet Type: Unique, Glitch Speed: 210
Rebirth: 17549, Orb Type: Yellow, City: Legends Highway, Pet Type: Rare, Glitch Speed: 104
Rebirth: 17574, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 148
Rebirth: 17599, Orb Type: Red, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 224
Rebirth: 17759, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 108
Rebirth: 18124, Orb Type: Red, City: Legends Highway, Pet Type: Omega, Glitch Speed: 203
Rebirth: 18199, Orb Type: Yellow, City: City, Pet Type: Rare, Glitch Speed: 52
Rebirth: 18399, Orb Type: Yellow, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 138
Rebirth: 18499, Orb Type: Red, City: Magma City, Pet Type: Unique, Glitch Speed: 216
Rebirth: 18524, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 152
Rebirth: 18599, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 120
Rebirth: 18699, Orb Type: Red, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 231
Rebirth: 18719, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 130
Rebirth: 18799, Orb Type: Ethereal, City: City, Pet Type: Omega, Glitch Speed: 329
Rebirth: 18899, Orb Type: Yellow, City: Legends Highway, Pet Type: Rare, Glitch Speed: 108
Rebirth: 18999, Orb Type: Yellow, City: Magma City, Pet Type: Unique, Glitch Speed: 108
Rebirth: 19249, Orb Type: Red, City: Snow City, Pet Type: Omega, Glitch Speed: 147
Rebirth: 19374, Orb Type: Red, City: Legends Highway, Pet Type: Omega, Glitch Speed: 210
